aircraft|origin|destination|date|time|lat|long|heading|direction|kts|mph|altitude|delta|reporting
JBU531|KSLC|KLGB|2016-12-22|23:25:58|33.5768|-117.6115|292°|West|246|283|5900|-300 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:26:41|33.5994|-117.6722|300°|West|252|290|5400|-1333 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:27:01|33.6033|-117.7104|277°|West|265|305|4500|-1950 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:27:21|33.6078|-117.7346|285°|West|237|273|4100|-1034 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:28:28|33.6426|-117.8231|293°|West|232|267|3000|-405 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:30:04|33.6833|-117.9333|292°|West|208|239|3000|-109 Level| Southern California TRACON
JBU531|KSLC|KLGB|2016-12-22|23:30:18|33.6904|-117.9633|292°|West|216|249|2800|-1000 Descending| FlightAware MLAT (5 sites)
JBU531|KSLC|KLGB|2016-12-22|23:31:04|33.7000|-118.0000|287°|West|214|246|2000|-679 Descending| Southern California TRACON
JBU531|KSLC|KLGB|2016-12-22|23:32:04|33.7500|-118.0500|320°|Northwest|193|222|1600|-450 Descending| Southern California TRACON
JBU531|KSLC|KLGB|2016-12-22|23:33:04|33.7667|-118.1000|292°|West|149|171|1100|-500 Descending| Southern California TRACON
JBU531|KSLC|KLGB|2016-12-22|23:35:08|33.8228|-118.1569|317°|Northwest|39|45|0|-532 Descending| FlightAware MLAT (4 sites)
JBU531|KSLC|KLGB|2016-12-22|23:35:15|33.8318|-118.2180|0|North|0|0|0|0|Revised||
